geotype,geoid,geoname,varname,x2021
county,22001,"Acadia Parish, LA",co2limits,51.2
county,22003,"Allen Parish, LA",co2limits,52.55
county,22005,"Ascension Parish, LA",co2limits,54.62
county,22007,"Assumption Parish, LA",co2limits,56.25
county,22009,"Avoyelles Parish, LA",co2limits,56.31
county,22011,"Beauregard Parish, LA",co2limits,49.36
county,22013,"Bienville Parish, LA",co2limits,58.28
county,22015,"Bossier Parish, LA",co2limits,56.53
county,22017,"Caddo Parish, LA",co2limits,63.23
county,22019,"Calcasieu Parish, LA",co2limits,52.18
county,22021,"Caldwell Parish, LA",co2limits,49.94
county,22023,"Cameron Parish, LA",co2limits,40.09
county,22025,"Catahoula Parish, LA",co2limits,52.31
county,22027,"Claiborne Parish, LA",co2limits,60.02
county,22029,"Concordia Parish, LA",co2limits,55.53
county,22031,"De Soto Parish, LA",co2limits,50.11
county,22033,"East Baton Rouge Parish, LA",co2limits,64.57
county,22035,"East Carroll Parish, LA",co2limits,64.1
county,22037,"East Feliciana Parish, LA",co2limits,58.86
county,22039,"Evangeline Parish, LA",co2limits,53.66
county,22041,"Franklin Parish, LA",co2limits,54.02
county,22043,"Grant Parish, LA",co2limits,51.75
county,22045,"Iberia Parish, LA",co2limits,56.26
county,22047,"Iberville Parish, LA",co2limits,54.87
county,22049,"Jackson Parish, LA",co2limits,54.58
county,22051,"Jefferson Parish, LA",co2limits,65.34
county,22053,"Jefferson Davis Parish, LA",co2limits,53.63
county,22055,"Lafayette Parish, LA",co2limits,59.36
county,22057,"Lafourche Parish, LA",co2limits,51.88
county,22059,"LaSalle Parish, LA",co2limits,50.82
county,22061,"Lincoln Parish, LA",co2limits,60.46
county,22063,"Livingston Parish, LA",co2limits,50.5
county,22065,"Madison Parish, LA",co2limits,65.69
county,22067,"Morehouse Parish, LA",co2limits,58.55
county,22069,"Natchitoches Parish, LA",co2limits,60.33
county,22071,"Orleans Parish, LA",co2limits,75.54
county,22073,"Ouachita Parish, LA",co2limits,58.42
county,22075,"Plaquemines Parish, LA",co2limits,48.57
county,22077,"Pointe Coupee Parish, LA",co2limits,50.8
county,22079,"Rapides Parish, LA",co2limits,54.8
county,22081,"Red River Parish, LA",co2limits,59.26
county,22083,"Richland Parish, LA",co2limits,56.93
county,22085,"Sabine Parish, LA",co2limits,52.22
county,22087,"St. Bernard Parish, LA",co2limits,55.56
county,22089,"St. Charles Parish, LA",co2limits,44.05
county,22091,"St. Helena Parish, LA",co2limits,66.09
county,22093,"St. James Parish, LA",co2limits,56.69
county,22095,"St. John the Baptist Parish, LA",co2limits,61.39
county,22097,"St. Landry Parish, LA",co2limits,58.57
county,22099,"St. Martin Parish, LA",co2limits,57.24
county,22101,"St. Mary Parish, LA",co2limits,55.33
county,22103,"St. Tammany Parish, LA",co2limits,56.31
county,22105,"Tangipahoa Parish, LA",co2limits,59.71
county,22107,"Tensas Parish, LA",co2limits,61.39
county,22109,"Terrebonne Parish, LA",co2limits,54.98
county,22111,"Union Parish, LA",co2limits,53.13
county,22113,"Vermilion Parish, LA",co2limits,53.79
county,22115,"Vernon Parish, LA",co2limits,51.22
county,22117,"Washington Parish, LA",co2limits,57.5
county,22119,"Webster Parish, LA",co2limits,54.59
county,22121,"West Baton Rouge Parish, LA",co2limits,55.13
county,22123,"West Carroll Parish, LA",co2limits,49.11
county,22125,"West Feliciana Parish, LA",co2limits,44.63
county,22127,"Winn Parish, LA",co2limits,52.87
county,28001,"Adams County, MS",co2limits,65.63
county,28003,"Alcorn County, MS",co2limits,50.31
county,28005,"Amite County, MS",co2limits,58.67
county,28007,"Attala County, MS",co2limits,58.35
county,28009,"Benton County, MS",co2limits,53.83
county,28011,"Bolivar County, MS",co2limits,68.97
county,28013,"Calhoun County, MS",co2limits,54.18
county,28015,"Carroll County, MS",co2limits,53.21
county,28017,"Chickasaw County, MS",co2limits,61.24
county,28019,"Choctaw County, MS",co2limits,42.17
county,28021,"Claiborne County, MS",co2limits,69.24
county,28023,"Clarke County, MS",co2limits,56.33
county,28025,"Clay County, MS",co2limits,65.15
county,28027,"Coahoma County, MS",co2limits,71.28
county,28029,"Copiah County, MS",co2limits,61.86
county,28031,"Covington County, MS",co2limits,56.41
county,28033,"DeSoto County, MS",co2limits,57.56
county,28035,"Forrest County, MS",co2limits,62.75
county,28037,"Franklin County, MS",co2limits,56.09
county,28039,"George County, MS",co2limits,53.84
county,28041,"Greene County, MS",co2limits,54.31
county,28043,"Grenada County, MS",co2limits,59.33
county,28045,"Hancock County, MS",co2limits,49.81
county,28047,"Harrison County, MS",co2limits,56.14
county,28049,"Hinds County, MS",co2limits,69.18
county,28051,"Holmes County, MS",co2limits,69.59
county,28053,"Humphreys County, MS",co2limits,71.18
county,28055,"Issaquena County, MS",co2limits,59.33
county,28057,"Itawamba County, MS",co2limits,48.72
county,28059,"Jackson County, MS",co2limits,52.68
county,28061,"Jasper County, MS",co2limits,60.69
county,28063,"Jefferson County, MS",co2limits,68.61
county,28065,"Jefferson Davis County, MS",co2limits,62.59
county,28067,"Jones County, MS",co2limits,53.35
county,28069,"Kemper County, MS",co2limits,66.55
county,28071,"Lafayette County, MS",co2limits,62.29
county,28073,"Lamar County, MS",co2limits,53.42
county,28075,"Lauderdale County, MS",co2limits,60.01
county,28077,"Lawrence County, MS",co2limits,56.17
county,28079,"Leake County, MS",co2limits,62.39
county,28081,"Lee County, MS",co2limits,54.46
county,28083,"Leflore County, MS",co2limits,67.71
county,28085,"Lincoln County, MS",co2limits,52.98
county,28087,"Lowndes County, MS",co2limits,60.36
county,28089,"Madison County, MS",co2limits,61.11
county,28091,"Marion County, MS",co2limits,55.64
county,28093,"Marshall County, MS",co2limits,62.67
county,28095,"Monroe County, MS",co2limits,55.13
county,28097,"Montgomery County, MS",co2limits,58.4
county,28099,"Neshoba County, MS",co2limits,57.34
county,28101,"Newton County, MS",co2limits,56.86
county,28103,"Noxubee County, MS",co2limits,69.74
county,28105,"Oktibbeha County, MS",co2limits,63.63
county,28107,"Panola County, MS",co2limits,59.46
county,28109,"Pearl River County, MS",co2limits,52.96
county,28111,"Perry County, MS",co2limits,51.58
county,28113,"Pike County, MS",co2limits,62.52
county,28115,"Pontotoc County, MS",co2limits,50.85
county,28117,"Prentiss County, MS",co2limits,51.6
county,28119,"Quitman County, MS",co2limits,68.31
county,28121,"Rankin County, MS",co2limits,52.93
county,28123,"Scott County, MS",co2limits,62.57
county,28125,"Sharkey County, MS",co2limits,67.68
county,28127,"Simpson County, MS",co2limits,55.07
county,28129,"Smith County, MS",co2limits,50.78
county,28131,"Stone County, MS",co2limits,55.48
county,28133,"Sunflower County, MS",co2limits,69.82
county,28135,"Tallahatchie County, MS",co2limits,66.58
county,28137,"Tate County, MS",co2limits,54.26
county,28139,"Tippah County, MS",co2limits,52.65
county,28141,"Tishomingo County, MS",co2limits,46.26
county,28143,"Tunica County, MS",co2limits,67.99
county,28145,"Union County, MS",co2limits,49.21
county,28147,"Walthall County, MS",co2limits,60.78
county,28149,"Warren County, MS",co2limits,60.46
county,28151,"Washington County, MS",co2limits,66.97
county,28153,"Wayne County, MS",co2limits,59.39
county,28155,"Webster County, MS",co2limits,48.85
county,28157,"Wilkinson County, MS",co2limits,67.37
county,28159,"Winston County, MS",co2limits,62.75
county,28161,"Yalobusha County, MS",co2limits,57.08
county,28163,"Yazoo County, MS",co2limits,65.84
county,41001,"Baker County, OR",co2limits,57.55
county,41003,"Benton County, OR",co2limits,75.53
county,41005,"Clackamas County, OR",co2limits,64.09
county,41007,"Clatsop County, OR",co2limits,68.03
county,41009,"Columbia County, OR",co2limits,60.82
county,41011,"Coos County, OR",co2limits,60.72
county,41013,"Crook County, OR",co2limits,55.64
county,41015,"Curry County, OR",co2limits,63.14
county,41017,"Deschutes County, OR",co2limits,69.08
county,41019,"Douglas County, OR",co2limits,56.68
county,41021,"Gilliam County, OR",co2limits,45.57
county,41023,"Grant County, OR",co2limits,54.35
county,41025,"Harney County, OR",co2limits,57.16
county,41027,"Hood River County, OR",co2limits,74.91
county,41029,"Jackson County, OR",co2limits,64.6
county,41031,"Jefferson County, OR",co2limits,63.87
county,41033,"Josephine County, OR",co2limits,61.44
county,41035,"Klamath County, OR",co2limits,55.8
county,41037,"Lake County, OR",co2limits,56.25
county,41039,"Lane County, OR",co2limits,71.19
county,41041,"Lincoln County, OR",co2limits,69.83
county,41043,"Linn County, OR",co2limits,58.81
county,41045,"Malheur County, OR",co2limits,57.55
county,41047,"Marion County, OR",co2limits,65.63
county,41049,"Morrow County, OR",co2limits,44.89
county,41051,"Multnomah County, OR",co2limits,76.12
county,41053,"Polk County, OR",co2limits,65.04
county,41055,"Sherman County, OR",co2limits,51.36
county,41057,"Tillamook County, OR",co2limits,65.04
county,41059,"Umatilla County, OR",co2limits,55.27
county,41061,"Union County, OR",co2limits,58.1
county,41063,"Wallowa County, OR",co2limits,60.21
county,41065,"Wasco County, OR",co2limits,65.81
county,41067,"Washington County, OR",co2limits,74.82
county,41069,"Wheeler County, OR",co2limits,59.35
county,41071,"Yamhill County, OR",co2limits,63.24
county,42001,"Adams County, PA",co2limits,57.86
county,42003,"Allegheny County, PA",co2limits,74.31
county,42005,"Armstrong County, PA",co2limits,44.79
county,42007,"Beaver County, PA",co2limits,56.06
county,42009,"Bedford County, PA",co2limits,49.75
county,42011,"Berks County, PA",co2limits,64.47
county,42013,"Blair County, PA",co2limits,54.34
county,42015,"Bradford County, PA",co2limits,59.02
county,42017,"Bucks County, PA",co2limits,63.75
county,42019,"Butler County, PA",co2limits,55.38
county,42021,"Cambria County, PA",co2limits,55.08
county,42023,"Cameron County, PA",co2limits,54.9
county,42025,"Carbon County, PA",co2limits,45.32
county,42027,"Centre County, PA",co2limits,67.68
county,42029,"Chester County, PA",co2limits,68.51
county,42031,"Clarion County, PA",co2limits,54.66
county,42033,"Clearfield County, PA",co2limits,52.84
county,42035,"Clinton County, PA",co2limits,57.62
county,42037,"Columbia County, PA",co2limits,57.43
county,42039,"Crawford County, PA",co2limits,59.72
county,42041,"Cumberland County, PA",co2limits,62.49
county,42043,"Dauphin County, PA",co2limits,69.02
county,42045,"Delaware County, PA",co2limits,70.02
county,42047,"Elk County, PA",co2limits,54.24
county,42049,"Erie County, PA",co2limits,66.33
county,42051,"Fayette County, PA",co2limits,57.68
county,42053,"Forest County, PA",co2limits,57.19
county,42055,"Franklin County, PA",co2limits,56.43
county,42057,"Fulton County, PA",co2limits,50.78
county,42059,"Greene County, PA",co2limits,43.86
county,42061,"Huntingdon County, PA",co2limits,54.98
county,42063,"Indiana County, PA",co2limits,54.23
county,42065,"Jefferson County, PA",co2limits,50.17
county,42067,"Juniata County, PA",co2limits,54.34
county,42069,"Lackawanna County, PA",co2limits,65.66
county,42071,"Lancaster County, PA",co2limits,63.38
county,42073,"Lawrence County, PA",co2limits,56.23
county,42075,"Lebanon County, PA",co2limits,60.44
county,42077,"Lehigh County, PA",co2limits,66.97
county,42079,"Luzerne County, PA",co2limits,61.31
county,42081,"Lycoming County, PA",co2limits,57.69
county,42083,"McKean County, PA",co2limits,55.84
county,42085,"Mercer County, PA",co2limits,60.73
county,42087,"Mifflin County, PA",co2limits,53.59
county,42089,"Monroe County, PA",co2limits,65.64
county,42091,"Montgomery County, PA",co2limits,71.67
county,42093,"Montour County, PA",co2limits,49.66
county,42095,"Northampton County, PA",co2limits,62.61
county,42097,"Northumberland County, PA",co2limits,56.02
county,42099,"Perry County, PA",co2limits,55.67
county,42101,"Philadelphia County, PA",co2limits,79.26
county,42103,"Pike County, PA",co2limits,62.57
county,42105,"Potter County, PA",co2limits,52.52
county,42107,"Schuylkill County, PA",co2limits,54.92
county,42109,"Snyder County, PA",co2limits,56.59
county,42111,"Somerset County, PA",co2limits,54.79
county,42113,"Sullivan County, PA",co2limits,57.03
county,42115,"Susquehanna County, PA",co2limits,56.41
county,42117,"Tioga County, PA",co2limits,54.91
county,42119,"Union County, PA",co2limits,63.34
county,42121,"Venango County, PA",co2limits,56.5
county,42123,"Warren County, PA",co2limits,56.91
county,42125,"Washington County, PA",co2limits,59.51
county,42127,"Wayne County, PA",co2limits,57.56
county,42129,"Westmoreland County, PA",co2limits,56.04
county,42131,"Wyoming County, PA",co2limits,55.75
county,42133,"York County, PA",co2limits,63.31
county,46003,"Aurora County, SD",co2limits,57.93
county,46005,"Beadle County, SD",co2limits,58.06
county,46007,"Bennett County, SD",co2limits,63.5
county,46009,"Bon Homme County, SD",co2limits,58.78
county,46011,"Brookings County, SD",co2limits,62.7
county,46013,"Brown County, SD",co2limits,60.94
county,46015,"Brule County, SD",co2limits,61.62
county,46017,"Buffalo County, SD",co2limits,72.74
county,46019,"Butte County, SD",co2limits,57.71
county,46021,"Campbell County, SD",co2limits,55.18
county,46023,"Charles Mix County, SD",co2limits,59.75
county,46025,"Clark County, SD",co2limits,60.08
county,46027,"Clay County, SD",co2limits,70.66
county,46029,"Codington County, SD",co2limits,56.05
county,46031,"Corson County, SD",co2limits,69.76
county,46033,"Custer County, SD",co2limits,59.5
county,46035,"Davison County, SD",co2limits,56.47
county,46037,"Day County, SD",co2limits,61.9
county,46039,"Deuel County, SD",co2limits,57.73
county,46041,"Dewey County, SD",co2limits,69.82
county,46043,"Douglas County, SD",co2limits,53.77
county,46045,"Edmunds County, SD",co2limits,57.28
county,46047,"Fall River County, SD",co2limits,59.94
county,46049,"Faulk County, SD",co2limits,57.75
county,46051,"Grant County, SD",co2limits,45.67
county,46053,"Gregory County, SD",co2limits,53.92
county,46055,"Haakon County, SD",co2limits,50.36
county,46057,"Hamlin County, SD",co2limits,56.68
county,46059,"Hand County, SD",co2limits,55.55
county,46061,"Hanson County, SD",co2limits,54.36
county,46063,"Harding County, SD",co2limits,54.33
county,46065,"Hughes County, SD",co2limits,58.51
county,46067,"Hutchinson County, SD",co2limits,55.89
county,46069,"Hyde County, SD",co2limits,57.81
county,46071,"Jackson County, SD",co2limits,63.54
county,46073,"Jerauld County, SD",co2limits,60.08
county,46075,"Jones County, SD",co2limits,54.5
county,46077,"Kingsbury County, SD",co2limits,58.99
county,46079,"Lake County, SD",co2limits,60.3
county,46081,"Lawrence County, SD",co2limits,61.23
county,46083,"Lincoln County, SD",co2limits,58.76
county,46085,"Lyman County, SD",co2limits,61.35
county,46087,"McCook County, SD",co2limits,58.26
county,46089,"McPherson County, SD",co2limits,56.49
county,46091,"Marshall County, SD",co2limits,61.88
county,46093,"Meade County, SD",co2limits,56.79
county,46095,"Mellette County, SD",co2limits,63.49
county,46097,"Miner County, SD",co2limits,59.39
county,46099,"Minnehaha County, SD",co2limits,64.73
county,46101,"Moody County, SD",co2limits,61.98
county,46102,"Oglala Lakota County, SD",co2limits,75.64
county,46103,"Pennington County, SD",co2limits,57.22
county,46105,"Perkins County, SD",co2limits,57.7
county,46107,"Potter County, SD",co2limits,53.33
county,46109,"Roberts County, SD",co2limits,63.19
county,46111,"Sanborn County, SD",co2limits,57.06
county,46113,"Oglala Lakota County, SD",co2limits,
county,46113,"Shannon County, SD",co2limits,
county,46115,"Spink County, SD",co2limits,59.44
county,46117,"Stanley County, SD",co2limits,56.25
county,46119,"Sully County, SD",co2limits,55.07
county,46121,"Todd County, SD",co2limits,69.64
county,46123,"Tripp County, SD",co2limits,52.24
county,46125,"Turner County, SD",co2limits,57.49
county,46127,"Union County, SD",co2limits,56.9
county,46129,"Walworth County, SD",co2limits,55.38
county,46135,"Yankton County, SD",co2limits,59.58
county,46137,"Ziebach County, SD",co2limits,72.7
county,53001,"Adams County, WA",co2limits,63.05
county,53003,"Asotin County, WA",co2limits,60.1
county,53005,"Benton County, WA",co2limits,61.23
county,53007,"Chelan County, WA",co2limits,65.16
county,53009,"Clallam County, WA",co2limits,67.13
county,53011,"Clark County, WA",co2limits,67.83
county,53013,"Columbia County, WA",co2limits,61.55
county,53015,"Cowlitz County, WA",co2limits,61.03
county,53017,"Douglas County, WA",co2limits,62.27
county,53019,"Ferry County, WA",co2limits,65.7
county,53021,"Franklin County, WA",co2limits,63.61
county,53023,"Garfield County, WA",co2limits,56.58
county,53025,"Grant County, WA",co2limits,62.75
county,53027,"Grays Harbor County, WA",co2limits,64.5
county,53029,"Island County, WA",co2limits,71.04
county,53031,"Jefferson County, WA",co2limits,72.47
county,53033,"King County, WA",co2limits,75.75
county,53035,"Kitsap County, WA",co2limits,69.74
county,53037,"Kittitas County, WA",co2limits,65.18
county,53039,"Klickitat County, WA",co2limits,65.49
county,53041,"Lewis County, WA",co2limits,53.7
county,53043,"Lincoln County, WA",co2limits,58.36
county,53045,"Mason County, WA",co2limits,65.63
county,53047,"Okanogan County, WA",co2limits,63.98
county,53049,"Pacific County, WA",co2limits,66.1
county,53051,"Pend Oreille County, WA",co2limits,58.99
county,53053,"Pierce County, WA",co2limits,69.14
county,53055,"San Juan County, WA",co2limits,75.87
county,53057,"Skagit County, WA",co2limits,65.58
county,53059,"Skamania County, WA",co2limits,62.32
county,53061,"Snohomish County, WA",co2limits,70.21
county,53063,"Spokane County, WA",co2limits,64.58
county,53065,"Stevens County, WA",co2limits,58.15
county,53067,"Thurston County, WA",co2limits,65.92
county,53069,"Wahkiakum County, WA",co2limits,57.99
county,53071,"Walla Walla County, WA",co2limits,67.05
county,53073,"Whatcom County, WA",co2limits,71.39
county,53075,"Whitman County, WA",co2limits,70.08
county,53077,"Yakima County, WA",co2limits,66.59
county,22001,"Acadia Parish, LA",drilloffshore,66.44
county,22003,"Allen Parish, LA",drilloffshore,66.25
county,22005,"Ascension Parish, LA",drilloffshore,64.6
county,22007,"Assumption Parish, LA",drilloffshore,66.32
county,22009,"Avoyelles Parish, LA",drilloffshore,63.86
county,22011,"Beauregard Parish, LA",drilloffshore,69.04
county,22013,"Bienville Parish, LA",drilloffshore,65.2
county,22015,"Bossier Parish, LA",drilloffshore,64.35
county,22017,"Caddo Parish, LA",drilloffshore,59.61
county,22019,"Calcasieu Parish, LA",drilloffshore,66.9
county,22021,"Caldwell Parish, LA",drilloffshore,64.78
county,22023,"Cameron Parish, LA",drilloffshore,73.08
county,22025,"Catahoula Parish, LA",drilloffshore,69.1
county,22027,"Claiborne Parish, LA",drilloffshore,61.1
